employer_id,employer_name,employer_category,parent_employer_id,created,active_workers,worksite_roles,agreements,aliases,lineage,oa_universe_entity,proposed_canonical,proposed_relationship,proposed_action,open_question,decision,decided_by,decided_on
75,SEDCO FOREX INTERNATIONAL INC,,,2026-03-10,29,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Transocean (Sedco Forex International = employing entity),75 Sedco Forex International Limited (child of new Transocean root),subsidiary → child of NEW Transocean Ltd,"kind=contractor (drilling); agreement_entity=true (EA 91); legal_name=Sedco Forex International Limited; abn=44 188 717 522 (source=abr, 2026-09-24) (ABR other name TRANSOCEAN SEDCO FOREX); aliases+=[Transocean Sedco Forex]; round=R2",Q-E14 (S5),,,
65,SGS PRELUDE CHEMISTS,,,2026-03-10,3,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",SGS,65 SGS Australia Pty Ltd,keep (rename; name carried the EA workgroup),"kind=contractor (inspection / chemists); agreement_entity=true (EA 77); legal_name=SGS Australia Pty Ltd; abn=44 000 964 278 (source=abr, 2026-09-24); alias SGS PRELUDE CHEMISTS; agreement_worksites 5 Prelude FLNG (exists); scope other (chemists); round=R2",—,"Rename to SGS Australia; agreement coverage = Prelude FLNG, scope = chemists (D2)",operator,2026-09-22
688,Shell,Principal_Employer,,2026-03-13,20,0,0,0,"M manual (principal employers, Mar 2026)",Shell Australia (Tier 1),688 Shell Australia Pty Ltd,keep (survivor: absorbs 10),"kind=operator_tier1; agreement_entity=true (EA 10); legal_name=Shell Australia Pty Ltd; abn=14 009 663 576 (source=abr, 2026-09-24) (Prelude FLNG entity Shell Australia FLNG Pty Ltd 32 008 551 068 also exists — FWC read decides holder); aliases+=[Shell]; round=R1",—,,,
10,SHELL PRELUDE,,688,2026-03-10,210,2,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Shell Australia,688 Shell Australia Pty Ltd,workgroup → merge into legal employer 688 + coverage onto agreement,"EA 10 → 688; agreement_worksites 5 Prelude FLNG (exists); scope production_operations; 210 workers move (209 at Prelude); pre-step: upcoming_project_employers 1, mobilisation_signals 2, mobilisation_alerts 2 → 688; alias = row name; round=R1",—,Merge into 688 Shell; agreement coverage = Prelude FLNG (D2),operator,2026-09-22
831,Siem Offshore,Specialist,,2026-09-21,1,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",Sea1 Offshore,799 Sea1 Offshore Australia Pty Ltd,same_entity → merge into 799,1 worker on 212 Siem symphony (in campaign 57 worksite list; 831 not in its employer list) → campaign 57 +1; alias Siem Offshore; round=R2,S16,,,
46,SIERA MARINE MANAGEMENT PTY LTD,,,2026-03-10,12,4,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Siera Marine Management,46 Siera Marine Management Pty Ltd,keep,"kind=crew_provider; agreement_entity=true (EAs 47, 57); abn=13 677 058 623 (source=abr, 2026-09-24); aliases+=[Sierra]; round=R2",—,,,
727,Sitemec Engineering,Subcontractor,,2026-04-01,3,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),727 Sitemec Engineering,keep (in universe on placement evidence — batch S22),kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Jsd6000 4 (vessel); ABN: operator lookup; round=R3,S22,,,
779,SLB,,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",SLB (Schlumberger),733 SLB,same_entity → merge into 733,0 active (1 inactive) worker; alias SLB; round=R2,S20,,,
64,SODEXO REMOTE SITE,,,2026-03-10,51,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Sodexo Remote Sites,64 Sodexo Remote Sites Australia Pty. Limited,keep,"kind=contractor (catering); agreement_entity=true (EA 76); abn=47 009 105 980 (source=abr, 2026-09-24); alias SODEXO REMOTE SITE; round=R2",—,,,
47,SOLSTAD AUSTRALIA PTY LTD,,,2026-03-10,0,0,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Solstad Australia,717 Solstad Australia Pty Ltd,same_entity → merge into 717 (recommended),"victim: 0 workers; EAs 48, 58 move; alias SOLSTAD AUSTRALIA PTY LTD is the canonical name (no alias needed); if the operator prefers survivor 47: re-key campaign_employers (57, 717) and rewrite 7 OUs in campaign 57 — membership unchanged either way; round=R2",Q-E11 (S4),,,
717,Solstad Offshore ASA,Specialist,,2026-04-01,13,7,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Solstad Australia,"717 Solstad Australia Pty Ltd (survivor id 717, renamed)",keep (survivor: absorbs 47) — recommended,"kind=contractor (vessel operator); agreement_entity=true (EAs 48, 58 after merge); legal_name=Solstad Australia Pty Ltd; abn=40 105 011 989 (source=abr, 2026-09-24); old name Solstad Offshore ASA becomes alias (foreign parent); 13 workers, 7 roles, 4 worksites, 7 OUs in campaign 57 stay → no unit_basis rewrite; round=R2",Q-E11 (S4),,,
780,Sparrows Group,,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Altrad Sparrows,780 Altrad Sparrows (Sparrows Group) (child of 29),subsidiary → child of 29,kind=contractor (cranes / lifting); separate EA entity per map; 1 worker; round=R3,—,,,
748,Steel Diamond,Subcontractor,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),748 Steel Diamond,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Explorer CPF 1, Stag CPF 1; ABN: operator lookup; round=R3",S22,,,
728,Technip,Subcontractor,,2026-04-01,4,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Technip Energies / TechnipFMC (two companies),728 TechnipFMC Australia Pty Ltd,keep (rename; Technip Energies created as a new row),"kind=contractor (subsea); legal_name=TechnipFMC Australia Pty Ltd; abn=43 062 878 719 (source=abr, 2026-09-24); evidence: 2 of 5 workers on Deep Orient (TechnipFMC vessel), campaign 64 ROV sector wide keyed on 728, watch contractor 10 canonical TechnipFMC with alias Technip; alias Technip written here (ambiguous string → link watch 10 here); campaign 64 unchanged; round=R2",Q-E18 (S6),,,
15,TEEKAY SHIPPING (AUSTRALIA) PTY LTD,,,2026-03-10,3,1,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Teekay (Ningaloo Vision),15 Teekay Shipping (Australia) Pty Ltd,keep,"kind=facility_operator (historical: Ningaloo Vision ceased 2025); agreement_entity=true (EAs 15, 134); abn=35 079 641 580 (source=abr, 2026-09-24); round=R1",—,,,
791,TestCo 2,Producer,,2026-04-16,73,3,0,0,T? same-day batch as TestCo rows (9/16 Apr 2026) — verify,—,(removed),removed by DA0.2 (on production 2026-09-24),none: row deleted with the synthetic dataset (D4); evidence columns are the 22 Sep values,—,"Remove with the synthetic dataset (D4): all workers on TEST worksites, no membership numbers",operator,2026-09-22
787,TestCo Energy,Producer,,2026-04-09,80,1,0,0,T? same-day batch as TestCo rows (9/16 Apr 2026) — verify,—,(removed),removed by DA0.2 (on production 2026-09-24),none: row deleted with the synthetic dataset (D4); evidence columns are the 22 Sep values,—,"Remove with the synthetic dataset (D4): all workers on TEST worksites, no membership numbers",operator,2026-09-22
48,TIDEWATER SHIP MANAGEMENT (AUSTRALIA) PTY LTD,,,2026-03-10,13,10,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Tidewater,48 TSM Offshore Pty Ltd (ex-Tidewater Ship Management (Australia)),keep (rename; see S18),"kind=crew_provider; agreement_entity=true (EA 49); legal_name=TSM Offshore Pty Ltd; abn=79 059 646 981 (source=abr, 2026-09-24) (historic name TIDEWATER SHIP MANAGEMENT (AUSTRALIA) PTY LTD); alias old name; vessel owner Tidewater Marine Australia Pty Ltd (49 000 567 395) has no row — S18; round=R2",S18,,,
781,Titan Recruitment,,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Titan Recruitment,781 Titan Recruitment,keep,kind=labour_hire; round=R3,—,,,
713,Toll Energy,Specialist,,2026-04-01,66,1,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Toll Energy,713 Toll Energy and Marine Logistics Pty Ltd,keep,"kind=contractor (logistics); legal_name=Toll Energy and Marine Logistics Pty Ltd; abn=53 009 129 060 (source=abr, 2026-09-24); aliases+=[Toll Energy, Toll Energy Logistics]; campaign 21 keyed; round=R2",Q-E13 (S25),,,
782,Toll West,,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Toll West,782 Toll West,out_of_universe (recommended),"0 workers; Toll regional freight, not energy; no Toll group root proposed; confidence=L; round=R3",Q-E13 (S25),,,
84,TOTAL MARINE TECHNOLOGY PTY LTD,,,2026-03-10,55,0,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",TMT,84 Total Marine Technology Pty Ltd,keep,"kind=contractor (ROV); agreement_entity=true (EAs 110, 135); abn=70 086 117 660 (source=abr, 2026-09-24); aliases+=[TMT]; campaigns 64, 69 keyed; round=R2",—,,,
97,TRACE,,,2026-03-10,0,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",TRACE,97 Trace Offshore,keep (survivor: absorbs 749),kind=contractor; agreement_entity=true (EA 272 expired); aliases+=[Trace JV]; round=R3,S19,,,
749,Trace JV,Subcontractor,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Trace JV,97 Trace Offshore,same_entity → merge into 97,1 worker (Inpex Endeavour CPF); alias Trace JV; round=R3,S19,,,
826,ugl,Subcontractor,,2026-09-17,6,0,0,0,"C membership sync (auto-created on unmatched name, Sep 2026)",UGL,33 UGL Resources (Contracting) Pty Ltd,same_entity → merge into 33 (D12),"6 workers, all at 15 Montara Venture FPSO; campaigns 47 (Varanus Island) and 60 (Barrow Island CO2) unchanged (0 at those sites); campaign 48 UGL WA Oil has NO worksite → +6 members; write alias ugl first; merge only once S13 is answered; round=R2 or R3",S13,Merge into 33 UGL (D12),operator,2026-09-22
33,UGL RESOURCES (CONTRACTING) PTY LTD,,,2026-03-10,295,3,3,2,"A agreements spreadsheet (employer_wizard, Mar 2026)",UGL,33 UGL Resources (Contracting) Pty Ltd,keep (survivor: absorbs 826; 827 per S12),"kind=contractor; agreement_entity=true (EAs 32, 33; 119 moves to IAS child under S12 option b); legal_name=UGL Resources (Contracting) Pty Ltd; abn=59 121 122 969 (source=abr, 2026-09-24) (group UGL Pty Limited 85 009 180 287); aliases: keep IAS GROUP only if 827 merges (option a), else re-point to 827; add ugl; restore UGL OPERATIONS AND MAINTENANCE (full); round=R2","Q-E9 (S12, S13)",Survivor for UGL; absorbs 826 and 827 (D12),operator,2026-09-22
813,Unemployed,Specialist,,2026-06-10,2,2,0,0,B2 worker import / manual (Apr–Aug 2026),—,(placeholder),not_an_employer → retire in DA4.3,kind=placeholder; 2 active (3 all) workers keep employer 813 until DA4.3 (placement_status=not_employed); campaign 57 names 813 (3 OUs); round=R3 (kind only),Q-E20 (S24),Retire; workers get placement_status reason code (D9 / Q-S3),operator,2026-09-22
800,Unknown,Specialist,,2026-06-10,4,0,0,0,B2 worker import / manual (Apr–Aug 2026),—,(placeholder),not_an_employer → retire in DA4.3,"kind=placeholder; hidden from organising views now; 4 workers keep employer 800 until DA4.3 sets employer NULL with placement_status=unknown; campaign 57 names 800 (2 OUs) — when retired, 57 loses those members unless the organiser re-places them; round=R3 (kind only)",Q-E20 (S24),Retire; workers get placement_status reason code (D9 / Q-S3),operator,2026-09-22
11,UPSTREAM PRODUCTION SOLUTIONS PTY LTD,,,2026-03-10,0,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",UPS,11 Upstream Production Solutions Pty Ltd,keep,kind=facility_operator (O&M / late-life custodian; EA 11 Northern Endeavour FPSO); alias UPS; round=R3,—,,,
702,Valaris Marine,Subcontractor,,2026-04-01,35,1,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Valaris (ex-Ensco),702 Valaris (root),keep,"kind=contractor (drilling); legal_name=Valaris Ltd (foreign); no AU ABN under Valaris except VALARIS PTY LTD 95 696 512 740 (new 2026? confidence L — confirm); aliases+=[Valaris Marine, Ensco]; campaign 57 keyed; round=R2",—,,,
35,VENTIA AUSTRALIA PTY LTD,,,2026-03-10,28,2,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Ventia,35 Ventia Australia Pty Ltd,keep (survivor: absorbs 755 — recommended),"kind=contractor; agreement_entity=true (EA 36); abn=11 093 114 553 (source=abr, 2026-09-24); aliases+=[Broadspectrum, Transfield Services]; round=R3",S19,,,
750,Veolia Environ Srvs,Specialist,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),750 Veolia Environmental Services,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: Explorer CPF 1, Inpex Venturer 1 (waste); ABN: operator lookup; round=R3",S22,,,
694,Vermilion,Principal_Employer,,2026-03-27,3,0,0,0,"M manual (principal employers, Mar 2026)",Vermilion (Wandoo),694 Vermilion Oil & Gas Australia Pty Ltd,keep,"kind=operator_tier2 (Wandoo, in universe per D11); legal_name=Vermilion Oil & Gas Australia Pty Ltd; abn=29 113 023 591 (source=abr, 2026-09-24); aliases+=[Vermilion]; round=R1",S26,In universe (D11: Wandoo in),operator,2026-09-22
698,Vertech,Specialist,,2026-03-31,52,1,0,0,"M manual (principal employers, Mar 2026)",Vertech,698 Vertech Group Pty Ltd,keep,"kind=contractor (rope access / inspection, not helicopters); abn=53 132 745 665 (source=abr, 2026-09-24); round=R2",—,,,
783,Viking Life-Saving Equipment,,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),783 Viking Life-Saving Equipment,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 0 active (1 inactive), no worksite; ABN: operator lookup; round=R3",S22,,,
784,Warrikal Mining,,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Warrikal (out of sector),(out of universe),out_of_universe,kind=out_of_universe (decided D11); 0 workers; round=R3,—,out_of_universe unless an admin rules otherwise (D11),operator,2026-09-22
785,Water Corporation WA,,,2026-04-01,1,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Water Corporation (out of sector),(out of universe),out_of_universe,kind=out_of_universe (decided D11); 1 worker; round=R3,—,out_of_universe unless an admin rules otherwise (D11),operator,2026-09-22
708,Weatherford Australia,Subcontractor,,2026-04-01,5,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",(not in OA Universe),708 Weatherford Australia,keep (in universe on placement evidence — batch S22),"kind=contractor; agreement_entity=false; confidence=L; source=worker_records; evidence: 5 active (17 all): Ocean Apex, Valaris MS-1, Valaris DPS-1, Perth office (well services); ABN: operator lookup; round=R3",S22,,,
751,Wirringulla Workforce,Labour_Hire,,2026-04-01,2,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Wirringulla Workforce,(out of universe),out_of_universe (recommended),labour hire on Alkimos / Acciona jack-up barge (both workers) → follows D11 Alkimos out; round=R3,S23,,,
34,WOOD,,,2026-03-10,20,0,2,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Wood,34 Wood Australia Pty Ltd,keep,"kind=contractor (EPCM / brownfield); agreement_entity=true (EAs 34, 35); abn=79 118 514 444 (source=abr, confidence=M — Wood Group Australia Pty Ltd 51 101 049 076 also exists; FWC decides holder); round=R2",—,,,
689,Woodside,Principal_Employer,,2026-03-13,0,0,0,0,"M manual (principal employers, Mar 2026)",Woodside Energy (Tier 1),13 Woodside Energy Ltd.,same_entity → merge into 13,"victim; pre-step: re-point programs.principal_employer_id (2 rows, FK has no action → merge_employers fails otherwise) and upcoming_project_employers (10 rows, ON DELETE SET NULL) to 13; merge moves 13 worksites (principal); alias Woodside; campaigns: none; round=R1",Q-E2 (S1),Legal-entity rule: one Woodside row (D2); survivor 13 vs 689 to confirm (Q-E2),operator,2026-09-22
13,WOODSIDE ENERGY LTD,,,2026-03-10,217,3,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Woodside Energy (Tier 1),13 Woodside Energy Ltd.,"keep (survivor: absorbs 689, 12, 14)","kind=operator_tier1; agreement_entity=true (holds EA 13 NWS platforms + 12, 14 after merge); legal_name=Woodside Energy Ltd.; abn=63 005 482 986 (source=abr, 2026-09-24); aliases+=[Woodside, WOODSIDE ENERGY LTD]; round=R1",Q-E2 (S1),Legal-entity rule: one Woodside row (D2); survivor 13 vs 689 to confirm (Q-E2),operator,2026-09-22
12,WOODSIDE ENERGY LTD NGUJIMA-YIN AND OHKA FPSO,,13,2026-03-10,0,5,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Woodside Energy,13 Woodside Energy Ltd.,workgroup → merge into legal employer 13 + coverage onto agreement,EA 12 → holder 13; agreement_worksites 11 Ngujima-Yin FPSO + 12 Okha FPSO (exist); agreement_scopes = production_operations (DA1.3 Q1) ; 0 workers; 5 roles and 5 worksites (operator_id) move; alias = row name; round=R1,—,Merge into the surviving Woodside row; agreement coverage = Ngujima-Yin FPSO + Okha FPSO (D2),operator,2026-09-22
14,WOODSIDE ENERGY MACEDON GAS PLANT,,13,2026-03-10,0,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Woodside Energy,13 Woodside Energy Ltd.,workgroup → merge into legal employer 13 + coverage onto agreement,EA 14 → holder 13; agreement_worksites 10 Macedon Gas Plant (exists); scope production_operations; 0 workers; alias = row name; round=R1,—,Merge into the surviving Woodside row; agreement coverage = Macedon Gas Plant (D2),operator,2026-09-22
98,WORKFORCE LOGISTICS PTY LTD,,,2026-03-10,0,0,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Workforce Logistics,98 Workforce Logistics Pty Ltd,keep,kind=labour_hire; agreement_entity=true (EA 136 expired); round=R3,—,,,
36,XELERATOR PTY LTD,,,2026-03-10,0,1,1,0,"A agreements spreadsheet (employer_wizard, Mar 2026)",Xelerator,36 Xelerator Pty Ltd,keep,kind=contractor; agreement_entity=true (EA 37 Woodside onshore); round=R3,—,,,
786,Zenith Energy,,,2026-04-01,0,0,0,0,"B worker import (workers_wizard bulk, 1 Apr 2026)",Zenith Energy,(out of universe),out_of_universe,kind=out_of_universe (decided D11); 0 workers; round=R3,—,out_of_universe unless an admin rules otherwise (D11),operator,2026-09-22
